Maturity,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
2000,0.022248100000000003,0.0246353,0.0271163,0.029478,0.031629,0.0335418,0.0352208,0.0366851,0.0379592,0.039068,0.040035,0.040880799999999995,0.0416235,0.042278500000000004,0.0428586,0.043374699999999995,0.0438361,0.044250199999999996,0.044623600000000006,0.0449616,0.045268800000000005,0.045549099999999995,0.0458057,0.04604129999999999,0.0462585,0.046459200000000006,0.046645200000000005,0.046818099999999994,0.0469791,0.047129399999999995
2001,0.022248100000000003,0.0246353,0.0271163,0.029478,0.031629,0.0335418,0.0352208,0.0366851,0.0379592,0.039068,0.040035,0.040880799999999995,0.0416235,0.042278500000000004,0.0428586,0.043374699999999995,0.0438361,0.044250199999999996,0.044623600000000006,0.0449616,0.045268800000000005,0.045549099999999995,0.0458057,0.04604129999999999,0.0462585,0.046459200000000006,0.046645200000000005,0.046818099999999994,0.0469791,0.047129399999999995
2002,0.022248100000000003,0.0246353,0.0271163,0.029478,0.031629,0.0335418,0.0352208,0.0366851,0.0379592,0.039068,0.040035,0.040880799999999995,0.0416235,0.042278500000000004,0.0428586,0.043374699999999995,0.0438361,0.044250199999999996,0.044623600000000006,0.0449616,0.045268800000000005,0.045549099999999995,0.0458057,0.04604129999999999,0.0462585,0.046459200000000006,0.046645200000000005,0.046818099999999994,0.0469791,0.047129399999999995
2003,0.022248100000000003,0.0246353,0.0271163,0.029478,0.031629,0.0335418,0.0352208,0.0366851,0.0379592,0.039068,0.040035,0.040880799999999995,0.0416235,0.042278500000000004,0.0428586,0.043374699999999995,0.0438361,0.044250199999999996,0.044623600000000006,0.0449616,0.045268800000000005,0.045549099999999995,0.0458057,0.04604129999999999,0.0462585,0.046459200000000006,0.046645200000000005,0.046818099999999994,0.0469791,0.047129399999999995
2004,0.022248100000000003,0.0246353,0.0271163,0.029478,0.031629,0.0335418,0.0352208,0.0366851,0.0379592,0.039068,0.040035,0.040880799999999995,0.0416235,0.042278500000000004,0.0428586,0.043374699999999995,0.0438361,0.044250199999999996,0.044623600000000006,0.0449616,0.045268800000000005,0.045549099999999995,0.0458057,0.04604129999999999,0.0462585,0.046459200000000006,0.046645200000000005,0.046818099999999994,0.0469791,0.047129399999999995
2005,0.0220908,0.023670800000000002,0.025284,0.0268872,0.028413,0.0298164,0.0310771,0.032192899999999997,0.0331715,0.034026,0.0347709,0.0354207,0.0359888,0.036487,0.036925599999999996,0.0373134,0.0376578,0.0379651,0.0382406,0.038488600000000005,0.0387129,0.0389167,0.0391024,0.0392725,0.039428700000000004,0.0395726,0.0397058,0.0398292,0.039944,0.040050999999999996
2006,0.0322208,0.0336911,0.034302,0.0347873,0.0352818,0.0357875,0.0362833,0.0367515,0.037182400000000004,0.037572100000000004,0.0379212,0.0382322,0.0385086,0.0387542,0.038973,0.0391682,0.039342999999999996,0.039500099999999996,0.0396419,0.0397702,0.0398868,0.0399931,0.0400904,0.040179799999999995,0.040262200000000005,0.0403383,0.040408799999999995,0.040474300000000005,0.0405353,0.040592199999999995
2007,0.0399239,0.0403899,0.0404701,0.0405981,0.040814199999999995,0.041090999999999996,0.0413974,0.0417101,0.0420146,0.042302400000000004,0.042569600000000006,0.0428148,0.0430382,0.0432409,0.0434246,0.0435908,0.0437415,0.0438783,0.0440026,0.044115900000000006,0.0442194,0.0443142,0.0444013,0.044481400000000004,0.0445555,0.044624,0.0446875,0.0447467,0.044801799999999996,0.044853300000000006
2008,0.0361125,0.0359334,0.0364988,0.0373545,0.0383106,0.0392727,0.0401894,0.0410348,0.0417985,0.0424794,0.043081699999999994,0.043612000000000005,0.044078,0.0444872,0.0448467,0.0451629,0.04544139999999999,0.0456872,0.045904600000000004,0.046097,0.0462678,0.046419499999999995,0.0465545,0.0466748,0.0467821,0.0468778,0.0469634,0.04703979999999999,0.047108,0.047169100000000005
